,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
791,BI Engineer - Data Analytics,$56K - $130K (Glassdoor est.),"This is an environment unlike anything in the high-tech world and the secret of Costco’s success is its culture. The value Costco puts on its employees is well documented in articles from a variety of publishers including Bloomberg and Forbes. Our employees and our members come FIRST. Costco is well known for its generosity and community service and has won many awards for its philanthropy. The company joins with its employees to take an active role in volunteering by sponsoring many opportunities to help others. In 2018, Costco contributed over $39 million to organizations such as United Way and Children's Miracle Network Hospitals.
Costco IT is responsible for the technical future of Costco Wholesale, the second largest retailer in the world with wholesale operations in twelve countries. Despite our size and explosive international expansion, we continue to provide a family, employee centric atmosphere in which our employees thrive and succeed. As proof, Costco consistently ranks in the top five of Forbes “America’s Best Employers”.
Business Intelligence (BI) Engineers are responsible for designing,engineering and developing business intelligence (BI) solutions – integrating complex data sets, queries, reports, dashboards, analyses – to answer business questions. The solutions support critical and ongoing business operations and must be available anytime on any device – laptop, desktop,mobile.",4.1,"Costco Wholesale
4.1","Seattle, WA",-1,-1,-1,-1,-1,-1
792,Data Engineer-EHS,$56K - $130K (Glassdoor est.),"The Data Engineer is responsible for processing structured and unstructured data, validating data quality, and developing and supporting data products. We are looking for someone with strong hands on experience in all layers of data Integration and analytics ! We especially need experience in using Python as an ETL tool. The Data Engineer plays a significant role in Agile planning, providing advice and guidance, and monitoring emerging technologies.

Technology We Use:
Python
Informatica
SQL Server and MySQL",3.7,"Tesla
3.7","Fremont, CA",-1,-1,-1,-1,-1,-1
793,Junior Data Engineer,$56K - $130K (Glassdoor est.),"Wheelhouse DMG develops and executes digital strategies that deliver exceptional business performance. Our work and our clients are varied but everything we do and every client we work with is focused on the same thing – creating business value. We do this by working in close partnership with our clients to gain a deep understanding of their businesses and then use data science, our team's deep expertise and our own technology to surface and deliver on the most valuable opportunities for our clients – whatever they may be.
We're known for an unusual combination of marketing savvy and technical expertise that produces compelling ROI for our clients. But we're equally known for a few things we also consider sacrosanct – and perhaps even more foundational to our success:
The transparency and helpful spirit with which we do our work
The way in which we quickly become full partners in client marketing initiatives
The care and thoughtfulness that we show our clients",4.8,"Wheelhouse DMG
4.8","Seattle, WA",-1,-1,-1,-1,-1,-1
794,Data Engineer,$56K - $130K (Glassdoor est.),"Smartsheets is looking for a Data Engineer to join our Business Data Platform team. In this role, the qualified candidate will be responsible for driving the design and development of data pipelines and data platform infrastructure components with a focus on reliability, scalability, and maintainability.
This position will report to our Sr Manager of, Business Data Platform and is based at our headquarters in Bellevue, WA.
Job Responsibilities:
Work with dispersed engineering teams and business users to design and build infrastructure to run data pipelines in to our centralized data platform
Contribute to full SDLC; defining, prioritizing, designing, implementing, testing, and deploying new features for our platform",4.3,"Smartsheet
4.3","Bellevue, WA",-1,-1,-1,-1,-1,-1
795,Data Engineer,$56K - $130K (Glassdoor est.),"Replica is an enterprise data platform that delivers critical insights about the built environment. With better data, human-context and an intuitive design, Replica helps public and private sectors make informed, effective, and responsive decisions. By showing how people live, move and work, we contextualize hard choices, allowing our clients to see around corners and understand the trade-offs surrounding their decisions. Whether for a city planner increasing public transit to underserved neighborhoods or for a grocery chain evaluating where to open a new location, Replica's insights lets clients make more informed, people-centered decisions.
We spun out of Alphabet in 2019 and recently secured series B funding from venture firms including Founders Fund, Innovation Endeavors, Sidewalk Labs, Firebrand Ventures, and Revolution's Rise of the Rest Seed Fund. Today, we are a team of 50 employees with offices in Oakland, New York, and Kansas City.
We value our customers, believe in being resourceful, and work in service of each other to scale our product. As we build our team, we are committed to pursuing and bringing together a diverse workforce and creating an environment of inclusion. We value our differences and we encourage all to apply. We are committed to equal opportunity regardless of race, color, ancestry, religion, gender, gender identity, parental or pregnancy status, national origin, sexual orientation, age, citizenship, marital status, disability, Veteran status, or any other status protected by the laws or regulations in the locations where we operate.",5.0,"Replica
5.0","San Francisco, CA",-1,-1,-1,-1,-1,-1
796,Junior Software Engineer,$56K - $130K (Glassdoor est.),"Job ID: 1047397
Career Area: Information Technology
Job Category: NextGen/Tech
Location: Remote
, US
Date Posted: April 19, 2022
Brand: FCA Group

Job Overview
Qualifications

Build your brand. Tell your story. Take advantage of a rare opportunity to do something great! We are looking for technology game changers to help Stellantis lead a transformation within the automotive industry. Technology has the potential to disrupt the automotive industry significantly in the next decade, and our organization is seeking high potential candidates to digitally transform the company with a focus on customer experience. Stellantis Software Experience (SWX) connectivity organization was established to build the most captivating customer experiences on the latest frontier of automotive technology. Connectivity brings the customer and car closer together than ever before, allowing Stellantis to build unique experiences that enhance our products, our brands, and our customers’ lives.

The SWX connectivity team builds new connected car applications used by Stellantis customers, covering a myriad of technologies and systems and ranges from in-vehicle to off board systems. As an organization, our primary focus is off-board systems and their interaction and integration with in-vehicle systems. The off-board systems are complex and cover cloud platforms, user channels, back office systems, contact centers and integration with third party systems. All these systems must have robust solutions to support high availability and fast response of services expected by our customers. In addition, the connectivity systems developed by Stellantis are global (build once, deploy globally) with regional adaptations. If you are looking for a challenging, fast paced, dynamic work environment, consider joining the SWX Connectivity team area.


Develop cloud based connected vehicle services and features
Design, code, test and own cloud based applications that deal with real time event based data as well as large amount of streaming data
Solve complex technical problems using industry best practices while being compliant to enterprise security policies
Build cloud based REST APIs and micro services using serverless cloud technologies
Use agile methodologies and Test Driven Development (TDD) to realize the technical solution
Collaborate with product owners and business analysts to identify minimal viable product and support user stories definition
Debug performance issues in large scale distributed systems
Develop automation, monitoring, and debugging tools
Drive continuous improvement through code reviews, monitoring and defect analysis

Our benefits reflects the FCA commitment to helping you reach your personal and professional goals. In addition to an environment that promotes career development, we offer benefits for a healthy lifestyle and a rewarding future, designed to take care of you and your family, in various stages of life.

As a global company, our employee packages will vary by country, customary norms and the legal entity into which you are hired.",3.6,"Stellantis
3.6",Remote,-1,-1,-1,-1,-1,-1
797,DATA ENGINEER I,$56K - $130K (Glassdoor est.),"Job Summary:
Contributes to a research agenda set by a lead researcher by creating automated processes for preparing and analyzing data at scale.
Job Responsibilities
Prepares data sets for current and future analysis including cleaning/quality assurance, transformations, restructuring, and integration of multiple data sources and may use technologies that support data at scale;
GIS duties: develop and produce an annual set of spatial maps (ArcMap preferred);
Respond to custom requests for tabular and spatial data, as needed;
Implements data analysis steps in collaboration with data scientists, statisticians, and/or other researchers and may use technologies that support data at scale;
Organizes both data preparation and analysis steps into reproducible data flows that can process similar data sets automatically;

Other Special Needs:",4.7,"University of Wisconsin–Madison
4.7","Madison, WI",-1,-1,-1,-1,-1,-1
798,Junior Engineer- Data Entry,$56K - $130K (Glassdoor est.),"Date: 15-Apr-2022
Location: Collierville, Tennessee
Company: LTTS
Perform data entry activities using MS office(Word, excel must)

Diploma/ Bachelor’s of Science in Mechanical/industrial engineering",3.5,"LT Technology Services
3.5","Collierville, TN",-1,-1,-1,-1,-1,-1
799,Data Engineer,$56K - $130K (Glassdoor est.),"With more than 800 employees, $200M ARR in 2021, 1,300+ clients, and rapid year-over-year growth, Recorded Future is the world's largest intelligence company!
Recorded Future's harvesting pipeline reads over 700,000 web sources and structured data feeds, and our real-time multilingual natural language processing technology takes that content from raw text to alerts and visualizations in minutes. You will join a team of motivated people working on a tough problem and help us shine a light into the dark corners of the internet.
What you'll do as a Data Engineer:
Implement new techniques for extracting high fidelity information from our vast collection of structured and unstructured data.
Build, improve, and take ownership of key data pipelines.",4.3,"Recorded Future
4.3","Somerville, MA",-1,-1,-1,-1,-1,-1
800,"Data Engineer, Product Analytics",$56K - $130K (Glassdoor est.),"About Carvana
If you like disrupting the norm and are looking for a company revolutionizing an industry then you will LOVE what Carvana has done for the car buying experience. Buying a car the old fashioned way sucks and we are working hard to make it NOT suck. At Carvana, our customers can hop online to...
Search and browse our inventory of over 20,000 vehicles that we own and certify.
Narrow down search results using highly intelligent filtering tools/components.
View vehicle details, Carfax reports, and 360 rotating studio images for every vehicle.
Secure financing in minutes using Carvana's in-house service or their own bank.
Interact with GUI components to easily customize loan length, down payment, and monthly payment.",3.4,"Carvana
3.4","Phoenix, AZ",-1,-1,-1,-1,-1,-1
801,BI Engineer,$56K - $130K (Glassdoor est.),"About LeafLink
LeafLink is the largest unified B2B cannabis platform, providing licensed cannabis businesses a suite of tools to manage their business more effectively, sell or order from their favorite brands and accelerate growth. We are one platform, one solution and we're defining the way thousands of cannabis brands, distributors and retailers streamline their operations. With thousands of brands and retailers across 30+ markets in North America, we are setting the industry standard for how cannabis businesses grow together. LeafLink processes more than $4.4 billion in wholesale cannabis orders annually.
Our team, backed by funding from leading VC's, including Founders Fund, Thrive Capital, Nosara Capital, and Lerer Hippeau is poised to define the cannabis supply chain through technology. LeafLink was named one of Inc. 5000's 'Top 5000 Fastest-Growing Private Companies', one of Built In NYC's 'Best Places to Work in 2021', as well as one of Fast Company's 'Top 10 Most Innovative Companies in Enterprise for 2020', joining the ranks of Amazon, Slack, and VMWare - and we're just getting started!",3.9,"LeafLink
3.9","New York, NY",-1,-1,-1,-1,-1,-1
802,Data Scientist,$56K - $130K (Glassdoor est.),"Segment: Market Intelligence
The Role: Data Scientist III
Location: Boston or Remote, EST Time Zone
GL: 10 (for internal use only)

At S&P Global Market Intelligence, we hire talented people and give them the autonomy and support needed to build amazing technology and products. To do this, we look for people who insist on a bias towards action and encourage open, honest, and efficient collaborations. We dedicate time and resources to explore new ideas and, as a result, we produce technology that is scalable, robust, and useful.

The Team
You will be part of a rapidly growing organization, joining the team of highly motivated and professional Data Scientists and Machine Learning Engineers within the S&P Global Market Intelligence Data Science Team.

The Impact
Market Intelligence provides financial and industry data, research, news and analytics to investment professionals, government agencies, corporations, and universities worldwide. We integrate news, comprehensive market and sector-specific data and analytics into a variety of tools to help clients track performance, generate alpha, identify investment ideas, understand competitive and industry dynamics, perform valuations, and assess credit risk. Given the incredible scope of MI’s offerings, we are tackling many complex and exciting problems including but not limited to NLP, time series modeling, record linkage, recommendation systems, anomaly detection, and graph theory.


Collaborate with a variety of stakeholders across the data, product, commercial, and technology organizations and cross divisionally
Conduct original research on some of the most interesting datasets - both proprietary and open source
Identify, research, prototype, and build predictive products
Analyze, transform, structure, and crunch financial data that is growing in size, diversity, and complexity
Write production-ready code and collaborate with machine learning engineers to deploy ML models


Advanced degree in Computer Science, Math, Statistics, Engineering, or related quantitative field
3+ years of experience in data analysis or similar role
Proficiency in Python
Experience with advanced machine learning, natural language processing, and statistics models
Strong statistical knowledge and intuition, especially for applying analysis to real data
Strong communications skills
Strong interest in capital market & economics theory



S&P Global states that the anticipated base salary range for this position is $68,300 to $155,900 . Base salary ranges may vary by geographic location.

This role is eligible to receive S&P Global benefits. For more information on the benefits we provide to our employees, visit https://www.spgbenefitessentials.com/newhires .


S&P Global does not accept unsolicited agency resumes. Please do not forward such resumes to any S&P Global employee, office location or website. S&P Global will not be responsible for any fees related to such resumes.

S&P Global is an equal opportunity employer committed to making all employment decisions without regard to race/ethnicity, gender, pregnancy, gender identity or expression, color, creed, religion, national origin, age, disability, marital status (including domestic partnerships and civil unions), sexual orientation, military veteran status, unemployment status, or any other basis prohibited by federal, state or local law. Only electronic job submissions will be considered for employment.

If you need an accommodation during the application process due to a disability, please send an email to: EEO.Compliance@spglobal.com and your request will be forwarded to the appropriate person.
The EEO is the Law Poster http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdfdescribes discrimination protections under federal law.

-----------------------------------------------------------

Equal Opportunity Employer
S&P Global is an equal opportunity employer and all qualified candidates will receive consideration for employment without regard to race/ethnicity, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, marital status, military veteran status, unemployment status, or any other status protected by law. Only electronic job submissions will be considered for employment.

If you need an accommodation during the application process due to a disability, please send an email to: EEO.Compliance@spglobal.com and your request will be forwarded to the appropriate person.

The EEO is the Law Poster http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf describes discrimination protections under federal law.

----------------------------------------------------------- 20 - Professional (EEO-2 Job Categories-United States of America), IFTECH202.1 - Middle Professional Tier I (EEO Job Group), SWP Priority – Ratings - (Strategic Workforce Planning)

271991
2022-04-17
Boston, Massachusetts, United States",4.2,"S&P Global
4.2","Concord, NH",-1,-1,-1,-1,-1,-1
803,"Data Scientist, I",$56K - $130K (Glassdoor est.),"Abbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritionals and branded generic medicines. Our 113,000 colleagues serve people in more than 160 countries.
A healthy heart is essential to good health. That's why we're committed to advancing treatments for people with cardiovascular disease. As a global leader in Cardiac Rhythm Technologies, our breakthrough medical technologies help restore people's health so they can get back to living their best lives, faster. We focus on innovative technologies that can improve the way doctors treat people with heart arrhythmias, or irregular heartbeats.
“We are seeking an experienced, high caliber Data Scientist, I for our Sylmar, CA .
Responsible for ensuring the requirements for Device/Combination Products through the execution of Abbott standard operating procedure and Product Lifecycle Management.",3.9,"Abbott Laboratories
3.9","Sylmar, CA",-1,-1,-1,-1,-1,-1
804,Data Engineer- Remote,$56K - $130K (Glassdoor est.),"Westat is an employee-owned corporation providing research services to agencies of the U.S. Government, as well as businesses, foundations, and state and local governments. Westat's research, technical, and administrative staff of more than 2,000 is located at our headquarters in Rockville, Maryland, near Washington, DC.
Job Summary:
We are seeking a Data Engineer to be part of our DataOps team that includes solution architects, software engineers, data management specialists and data scientists. You will contribute to the design of scalable data solutions including the development of automated and batch ETL data pipelines to ingest and validate data to a modern data repository system.

Job Responsibilities:
Develop and manage high performing, flexible data pipelines and data processes.







Westat offers a well-rounded and comprehensive benefits program focused on wellness and work/life balance. Eligible employees may participate in:",3.7,"WESTAT
3.7","Rockville, MD",-1,-1,-1,-1,-1,-1
805,Data Engineer,$56K - $130K (Glassdoor est.),"Position: Data Engineer
Location: Thousand Oaks, CA (Remote Position Till Covid)
Duration: 11 + Months

Job Description:
Proven proficiency with scripting languages such as Python, Ruby, and JavaScript, and build tools such as Jenkins, Maven, Ant, Gradle or Ivy
Experience with Spark, Hive, Kafka, Kinesis, Spark Streaming, and Airflow, Azure DataBricks.",3.9,"Synaptein Solutions
3.9","Thousand Oaks, CA",-1,-1,-1,-1,-1,-1
806,"Senior Software Engineer, Data Products",$56K - $130K (Glassdoor est.),"Part of the central Data Platform organization, the Data Products team seeks to make the petabytes of data at Discord easily accessible to everyone at the company. &nbsp;We build full-stack applications, tooling, and frameworks to improve the productivity of teams at Discord with strong data needs, in particular our product, analytics, and machine learning teams.&nbsp;&nbsp; If that sounds exciting to you, read on!&nbsp; What You'll Be Doing Build full-stack applications, tooling, and frameworks to improve the productivity of Discord's product, analytics, and machine learnings teams, using modern technologies such as BigQuery, Cassandra, Apache Beam, Pub/Sub, and Airflow. Frontend applications, as applicable, are built on React. Understand and influence product telemetry practices to support product, analytics, and machine learning needs Work with our analytics and data science teams to optimize data models for performant storage/retrieval and fulfill critical product and business requirements Contribute to and promote data engineering and governance standards across Discord You'll Thrive in This Role If... You have 4+ years of experience as a Software Engineer. Experience with at least one of the following languages: Python, Java, Scala. Experience building and deploying large-scale distributed systems Experience with and/or exposure to a variety of datastores (relational, NoSQL, data warehouse solutions). Strong working knowledge of relational databases and query authoring (SQL). You thrive in ambiguous environments and get excited about figuring out solutions to complex problems, and then executing on them. You are a first principles thinker that can work with others to come up with pragmatic solutions — and then evolve and generalize them. You have the ability to take a high-level goal and deliver shippable code. Bonus Points Experience working with very high scale data infrastructure Experience with data products on Google Cloud Platform, Kubernetes, or Airflow Full-stack development or product engineering experience New York City residents only: Minimum salary of $186,000/year + equity and benefits*Note: Disclosure as required by NYC Pay Transparency LawColorado residents only: Minimum salary of $167,400/year + equity and benefits*Note: Disclosure as required by sb19-085(8-5-20).#buildbelonging #LI-Remote #LI-Hybrid #LI-AR1 Benefits and Perks Comprehensive medical insurance including Health, Dental and Vision (plus up to $20,000 for gender affirmation procedures) Mental health resources and quarterly wellness stipends 16+ paid holidays, 4 weeks of PTO + use-what-you-need sick days&nbsp; Paid parental leave (plus fertility, adoption and other family planning benefits) Generous stipends for headphones, your remote work setup, and lunch on a daily basis (while we’re all remote)&nbsp; Flexible long-term work options (remote and hybrid) Volunteer time off A diverse slate of Employee Resource Groups&nbsp; Plus commuter contributions and other perks for office-based employees About Us Discord is a voice, video and text app that helps friends and communities come together to hang out and explore their interests — from artists and activists, to study groups, sneakerheads, plant parents, and more. With 150 million monthly users across 19 million active communities, called servers, Discord has grown to become one of the most popular communications services in the world. Discord was built without selling ads or user data and instead, offers a premium subscription called Nitro that gives users special perks like higher quality streams and fun customizations. We’re working toward an inclusive world where no one feels like an outsider, where genuine human connection is a click, text chat, or voice call away. A place where everyone can find belonging. Challenging? Heck yes. Rewarding? Double heck yes. It’s a mission that gives us the chance to positively impact millions of people all over the world. So if this strikes a chord with you, come build belonging with us!",4.4,"Discord
4.4","San Francisco, CA",-1,-1,-1,-1,-1,-1
807,Data Engineer - Evicore InQbator,$56K - $130K (Glassdoor est.),"Remote, Work From Home, United States

About EviCore’s InQbator
The Boston-based inQbator is a hub of healthcare innovation that solves problems at the nexus of patients, clinicians, and insurance providers. Originally founded as a healthcare startup spun-out of Partners HealthCare in 2012 and acquired by eviCore Healthcare in 2016, we have years of experience building solutions that streamline patient care, reduce the administrative burden on clinicians, and prevent wasteful spending in medicine. We're committed to making a difference in healthcare, and are looking for talented data engineers from all backgrounds to help us!

What You’ll Be Working On
The inQbator AI team has a mature ecosystem of solutions currently deployed to production that use state of the art natural language processing and machine learning techniques to bring tangible improvements to healthcare processes. Our near-term focus is on building solutions to address problems within the domain of prior-authorization, and our long-term problem space is incredibly broad and open-ended. As such, to identify the next generation of problems that we will tackle, we interact regularly with a diverse group of stakeholders that includes representatives from Cigna (eviCore’s parent company), Evernorth (the independent health services business unit within Cigna), clinicians and hospital networks (with whom we have partnerships), and ultimately the patients we seek to help.

As a Member Of The AI Team, You Will
Work closely and interactively with our data science and product teams to build data pipelines which support the eviCore inQbator
Migrate legacy data ETL pipelines to cloud-based data platforms (Databricks, Snowfake)
Develop new data resources which can be used for ML/NLP or product innovation
Collaborate with various data stakeholders at Cigna/eviCore/evernorth to identify internal and external healthcare data resources which can be used by the inQbator
Establish data engineering best practices for jr data engineers and data analysts
Establish quality metrics which can be used for identifying value of inQbator projects
Provide BI support for new inQbator innovations
Keep current with industry advances in data engineering
Solve problems that will have a positive impact on the health and well-being of many people

Minimum Education, Licensure And Professional Certification Requirement
Degree in Computer Science, Engineering, Information Systems, Math or related technical field desired
Master’s degree preferred

Minimum Experience Required
1+ years of relevant experience building data models, managing ETL pipelines, and driving data metrics
Proficiency with SQL
Experience with cloud-based data platforms (Databricks, Snowflake)
Familiar with git source control
Familiar with FHIR prefered

Preferred Experience
Experience working with ML or NLP teams
Experience in python
Experience with healthcare data (claims, EMR)
Experience in the Healthcare Utilization Management space
Experience with Tableau

This role is WAH/Flex which allows most work to be performed at home. Employees must be fully vaccinated if they choose to come onsite.

For this position, we anticipate offering an annual salary of $68,300 - $113,800, depending on relevant factors, including experience and geographic location.

This role is also anticipated to be eligible to participate in an annual bonus plan.

Helping our customers achieve healthier, more secure lives is at the heart of what we do. While you take care of our customers, we’ll take care of you through a comprehensive benefits program that helps you be at your best. Starting on day one of your employment, you’ll be offered several health-related benefits including medical, vision, dental, and best in class well-being and behavioral health programs. We also offer 401(k) with company match, company paid life insurance, tuition reimbursement, a minimum of 18 days of paid time off per year and dozens of corporate discounts on essentials you use every day. For more details on our employee benefits programs, please visit the “Life at Cigna” tab on our careersite: www.cigna.com/careers

About Cigna
Cigna Corporation exists to improve lives. We are a global health service company dedicated to improving the health, well-being and peace of mind of those we serve. Together, with colleagues around the world, we aspire to transform health services, making them more affordable and accessible to millions. Through our unmatched expertise, bold action, fresh ideas and an unwavering commitment to patient-centered care, we are a force of health services innovation. When you work with us, or one of our subsidiaries, you’ll enjoy meaningful career experiences that enrich people’s lives. What difference will you make?

Qualified applicants will be considered without regard to race, color, age, disability, sex, childbirth (including pregnancy) or related medical conditions including but not limited to lactation, sexual orientation, gender identity or expression, veteran or military status, religion, national origin, ancestry, marital or familial status, genetic information, status with regard to public assistance, citizenship status or any other characteristic protected by applicable equal employment opportunity laws.

If you require reasonable accommodation in completing the online application process, please email: SeeYourself@cigna.com for support. Do not email SeeYourself@cigna.com for an update on your application or to provide your resume as you will not receive a response.",3.8,"Cigna
3.8","Bloomfield, CT",-1,-1,-1,-1,-1,-1
808,Data Engineer I,$56K - $130K (Glassdoor est.),"The Data Engineer I will assist in the design, evaluation, and construction of systems that support Master Data projects across the organization. This includes data cleaning, preparation, and ETL. The Data Engineer I will work with the appropriate technology and software engineering solutions to facilitate real time service and data quality process development and maintenance. This position will collaborate directly with Data Scientists, Data Engineers, Data Architects and other integrating application technical team members.
Essential Job Functions
Develop internal API's for other application teams to interact with Master Data.
Support and maintain data pipelines on a per project basis.
Move, structure, encode, and condense data from disparate database systems and formats.
Build processes supporting data transformation, data structures, metadata, dependency and workload management.",3.3,"O'Reilly Auto Parts
3.3","Springfield, MO",-1,-1,-1,-1,-1,-1
809,Data Engineer III,$56K - $130K (Glassdoor est.),"1010data values:
Integrity: Doing the right things for the right reasons
Agility: Adapting and thriving in a dynamic environment
Teamwork: Combining our strengths to do amazing things
Passion: Channeling enthusiasm to drive excellence
Creativity: Unleashing curiosity to defy the norm
About the role:
As a Data Engineer III at 1010data, you will be responsible for designing, maintaining, and optimizing large-scale automated ELT processes. Working actively with analysts and customer teams specializing in enterprise data warehousing, you will leverage industry-standard data orchestration tools as well as in-house proprietary scheduling and automation tools to create efficient and reliable ELT jobs which support 1010data's product offerings and data warehousing needs for our customers. As we incorporate more cloud technologies into our processes, you will be at the forefront of exploring and defining best practices and helping us transition our products to be more scalable.",3.0,"1010data
3.0","New York, NY",-1,-1,-1,-1,-1,-1
810,Data Engineer (Entry) - Data & Analytics - IT - Corp - US,$56K - $130K (Glassdoor est.),"Enter data in a systematic way into a database platform (e.g., Tableau, Excel, etc.) that allows raw data to be translated into information and insight.
Review software requirements (e.g., lab information software) and evaluate test scenarios.
Conducting and executing software testing/usability testing per the set standards and procedures.
Analyzing test results on database impacts, errors or bugs, and usability.
Prepare reports on all aspects related to the software testing and report to the team.

Requirements
Bachelor's degree with 0-2 years experience in database management and software testing
Knowledge of data visualization software e.g., Tableau",4.1,"Bayer
4.1","Chesterfield, MO",-1,-1,-1,-1,-1,-1
811,Part-Time Student-Data Analytics-Remote,$56K - $130K (Glassdoor est.),"At John Deere, we run so life can leap forward. This powerful purpose is our promise to humankind that we will dream, design and deliver breakthrough products that sustain our world for generations to come. The world is counting on us to feed billions of people and build vital infrastructures in villages, towns, and megacities. We live up to the legacy our founder forged in a one-room blacksmith's shop nearly two centuries ago by creating a culture that brings out the best in all of us. A culture where great ideas thrive because every voice is heard.

Primary Location: United States (US) - Texas - Austin
Function: Data Science & Analytics
Title: Part-Time Student-Data Analytics-Remote - 85026
Onsite/Remote: Remote Position

The Part-Time Student Program is primarily designed to augment the Company’s regular full-time staff and is for students who work in parallel to their school schedule year-round.",4.1,"John Deere
4.1","Austin, TX",-1,-1,-1,-1,-1,-1
812,Associate/ Reliability Engineer/Data Scientist,$56K - $130K (Glassdoor est.),"Requisition ID: R10040674
Category: Engineering
Location: Corinne, Utah, United States of America
Citizenship Required: United States Citizenship
Clearance Type: None
Telecommute: Yes-May consider hybrid teleworking for this position
Shift: 1st Shift (United States of America)
Travel Required: Yes, 10% of the Time
Positions Available: 1

At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to invent the future, and have fun along the way. Our culture thrives on intellectual curiosity, cognitive diversity and bringing your whole self to work — and we have an insatiable drive to do what others think is impossible. Our employees are not only part of history, they're making history.",4.0,"Northrop Grumman
4.0","Corinne, UT",-1,-1,-1,-1,-1,-1
813,Associate Engineer - Business Intelligence,$56K - $130K (Glassdoor est.),"Who we are
lululemon is an innovative performance apparel company for yoga, running, training, and other athletic pursuits. Setting the bar in technical fabrics and functional design, we create transformational products and experiences that support people in moving, growing, connecting, and being well. We owe our success to our innovative product, emphasis on stores, commitment to our people, and the incredible connections we make in every community we're in. As a company, we focus on creating positive change to build a healthier, thriving future. In particular, that includes creating an equitable, inclusive and growth-focused environment for our people.

About this team
lululemon Engineering is dedicated to building secure, reliable, and performant products for our guests and partners. We embrace the philosophies of Agile, DevOps, and SRE to accelerate our development process and provide the most enjoyable, inclusive, and supportive work environment possible. We believe our journey is more fun when it is collaborative, as we focus on the future instead of the past.

As an Engineer, you will work as part of a global team supported by our business and architecture partners to help us collaboratively develop and deliver industry leading technology solutions that drive lululemon’s business goals.

A day in the life
As an Associate Engineer III, you will join an established team of Power BI engineers dedicated to delivering high quality, performant and secure data & reporting solutions to our business partners and guests. You will learn our Power BI engineering practices and be part of a growing and supportive Power BI community. You will contribute hands-on to your team’s engineering projects and be a critical part of our observability efforts.

Qualifications

Must haves

#LI-SS1",4.4,"Lululemon
4.4","Seattle, WA",-1,-1,-1,-1,-1,-1
814,Entry level Opportunity :: Data Engineer,$56K - $130K (Glassdoor est.),"Responsibilities
Analyze and organize raw data
Build data systems and pipelines
Evaluate business needs and objectives
Interpret trends and patterns
Conduct complex data analysis and report on results
Prepare data for prescriptive and predictive modeling
Build algorithms and prototypes
Combine raw information from different sources",4.6,"PCS GLOBAL TECH
4.6","Seattle, WA",-1,-1,-1,-1,-1,-1
815,Data Analytics Engineer,$56K - $130K (Glassdoor est.),"As an Analytics Engineer, you will be responsible for partnering with teams around the business to explore, model, and analyze various data projects.
Our team is focused on crafting an experience that makes the complex process of financing a renovation accessible and easy to understand. On a given day, we might be working on the interfaces that will help homeowners navigate the process of funding their renovation or the systems that enable our lending partners.
We love dbt at RenoFi. We were early users of dbt and had an extensive dbt project at the core of our analytics strategy. In addition to dbt, we use Looker, Spectacles, and Hightouch.
What you’ll do at RenoFi
Analyze and work with lots of data in dbt and Looker
Creating dashboards for different business users",5.0,"RenoFi
5.0",Remote,-1,-1,-1,-1,-1,-1
816,Data Products Engineer,$56K - $130K (Glassdoor est.),"An analytical builder creating and optimizing data solutions.
WHO WE ARE
Biofire Technologies is on a mission to give gun owners better tools for reducing preventable gun injuries and deaths, especially among children. We believe our technology, combined with a best-in-class customer experience, will define the future of firearms safety for the next generation. Our mission-driven approach has earned support from the firearm community, the tech world, and the media.
Biofire employees are world-class engineers who have designed and tested firearms, medical devices, robots, cars, satellites, rockets, and supersonic jets. What unites our team is our commitment to safety and reliability that we bring to our work every day.",3.5,"Biofire
3.5","Broomfield, CO",-1,-1,-1,-1,-1,-1
817,Entry Level Laboratory Test Engineer,$56K - $130K (Glassdoor est.),"At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.
Do you have a passion for airplanes? This Entry Level Laboratory Test Engineer position will have you working in the Integrated Aircraft Systems Laboratory (IASL), Boeing located in Seattle, integrating airplane simulations into test benches. You will support all aspects of the test bench, including engineering development, tests and studies. You will develop and maintain bench software models, I/O files and tools, and system performance analysis. You will be responsible for analysis and resolution of problem reports and change requests, initially working under close supervision.
You will develop the skill and ability to collect, organize, synthesize, and analyze data; summarize findings; develop conclusions and recommendations from appropriate data sources and develop knowledge of real-time software architecture and design methodologies.",3.8,"BOEING
3.8","Seattle, WA",-1,-1,-1,-1,-1,-1
